Protein	NodeType	ReferencePathway	SigPeptide1	SigPeptide2	SigPeptide3	SigPeptide4	SigPeptide5	SigPeptide6	SigPeptide7	SigPeptide8	SigPeptide9	SigPeptide10	SigPeptide11	InsigPeptide1	InsigPeptide2	InsigPeptide3	InsigPeptide4	InsigPeptide5	InsigPeptide6	InsigPeptide7	InsigPeptide8	InsigPeptide9	InsigPeptide10	InsigPeptide11	InsigPeptide12	InsigPeptide13	InsigPeptide14	InsigPeptide15	InsigPeptide16	InsigPeptide17	InsigPeptide18	InsigPeptide19	InsigPeptide20	ActivitySummaryT05	ActivitySummaryT10	ActivitySummaryT15	ActivitySummaryT20	ActivitySummaryT25	ActivitySummaryT30	ActivitySummaryT35	ActivitySummaryT40	ActivitySummaryT45	ActivitySummaryT50	ActivitySummaryT55	ActivitySummaryT60	FirstActive	HeatMapBg1	HeatMapBg2	HeatMapBg3	HeatMapBg4	HeatMapBg5	HeatMapBg6	HeatMapBg7	HeatMapBg8	HeatMapBg9	HeatMapBg10	HeatMapBg11
YLR131C	Excluded	false	0, 0.0, 0.10540989404, -0.137901762541, -0.111788637486, 0.0366088286051, -0.0109482110892, 0.115699153432, -0.0345001274169, 0.241352085771, 0.37105696835, -0.239157391252, -0.239157391252, -0.00481219123882											0, 0.0394191831334, -0.0553364248649, -0.318883616213, 0.00863030514344, 0.0224743465749, -0.312778025578, 0.00417776078911, 0.168385305415, 0.0994972011702, 0.146915848087, -0.00424777070733, 0.245373962618, 0.133826527299	0, 0.0159256899903, 0.0728604019312, -0.0301624785016, 0.0361868028478, 0.0230423926659, 0.110496881917, -0.0423527981998, -0.00860967475186, 0.0554733358984, 0.00173019613888, 0.0760117385696, -0.0188195435063, 0.0120680233091	0, 0.0684644509669, -0.0421448186025, 0.0697021666301, -0.105023185301, -0.0734539795147, -0.0660950514183, -0.0354313227977, -0.0243257962354, -0.027292643446, -0.022448966907, 0.118093889387, 0.0285691521968, 0.0735460609152	0, 0.0199153677077, 0.0323830053117, 0.0576928671683, 0.0792927672729, -0.0517729561208, 0.032100843167, 0.0824300999459, 0.0585243118408, 0.0665370023958, 0.0367494764279, -0.0144849970915, 0.0275787274743, 0.20576784015	0, 0.0109230271848, 0.0499095224431, 0.0473987888754, -0.0518925937356, 0.0567222423745, -0.132925908893, 0.212258044203, -0.0461164625689, 0.0349199843492, -0.00177560712267, -0.0209404766626, -0.0931709606931, 0.153286520991	0, 0.0487941802608, 0.0586628393786, 0.0779265786851, 0.0703893278914, 0.139076515046, 0.141171172461, 0.0792927672729, 0.13264264254, 0.108624814682, 0.15924165973, -0.0166433452258, 0.0504668703507, 0.173255383021	0, 0.077379740797, 0.123666196454, 0.043624476747, 0.0717626693001, 0.0486547018403, -0.00245466862952, 0.19924830684, 0.314406507555, 0.229587922741, 0.17197537669, 0.346644921589, 0.280006078301, 0.385154896884	0, 0.0349199843492, 0.02332633186, -0.0472638772288, -0.0421151096789, -0.130002289526, -0.0584579407395, -0.0652947998274, -0.00504381227358, 0.0248869993132, 0.0408223101073, -0.0794627772598, -0.0403930380331, 0.0220481651802	0, 0.147697443614, -0.0286017574731, -0.121392354282, -0.00773913917506, -0.235450016858, -0.174849379476, -0.222717064244, -0.235942650652, -0.244069859604, -0.244069859604, -0.0646156892018, -0.252260294913, -0.062535074396	0, 0.0988237683797, 0.0740943535739, 0.0740943535739, 0.0490730966543, -0.0169644566059, -0.052535815947, -0.113847892419, -0.122569840302, 0.0231843692483, -0.170913586174, -0.225716851757, -0.146148030853, -0.184555731194	0, 0.0777898886437, -0.206894851941, 0.103396924492, -0.31643827837, 0.0905824763624, -0.0824689493611, -0.115066107914, -0.0331118412666, 0.151988666423, 0.164914969552, 0.164914969552, -0.0670922121016, -0.0670922121016																						Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YLR133W	SigPrize	false	0, 0.046840254203, 0.135009441351, -0.0611195601251, -0.00731856854008, -0.00731856854008, 0.312084261515, 0.816968268548, 1.13454953446, 1.49707580555, 1.66001586533, 1.90496571868, 1.91659129114, 2.08705543454	0, 0.0525550094341, -0.028233908823, -0.0144995696951, 0.0139267060429, 0.0828388147249, 0.2555611589, 0.744677789317, 1.07895134139, 1.46383167954, 1.59440522835, 1.83883078116, 1.89681433191, 1.89681433191										0, -0.0271162245357, 0.0342157153379, -0.0733325405382, 0.0451633516032, -0.0828050531706, 0.0919367382106, -0.0162347613564, -0.018264228005, 0.00977712161153, -0.0291905104694, -0.0401408380715, -0.111960129843, 0.128425389029																				0	0	0	0	0	1	1	1	1	1	1	1	T30	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YLR135W	Excluded	false	0, 0.2533842358, -0.0295291522694, 0.0784732093787, 0.219958397585, 0.124592825406, 0.0192037339731, 0.209515751093, -0.0183518951907, 0.132379425053, -0.23500848815, -0.190519699576, -0.0305160838402, 0.474669659161																																											Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YLR136C	Excluded	false												0, -0.0871662175781, -0.0603220628852, -0.0579021770062, -0.0310171731433, -0.111773048282, -0.247439784635, -0.308019249397, -0.237183474019, -0.318649691441, -0.335153118493, -0.247919398307, -0.329685364864, -0.407554922948																																Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YLR138W	SigPrize	false	0, 0.0772429989325, -0.292581228553, -0.228587652369, -0.346976681487, -0.43799453309, -0.519341939264, -0.57342392517, -0.455316794616, -0.616569413601, -0.603117152235, -0.644126720458, -0.666553366535, -0.826719028433	0, -0.0865380095479, -0.293429664769, -0.250302700914, -0.234074930138, -0.407420974195, -0.452135634511, -0.446246311395, -0.346995031133, -0.369575889167, -0.382532240841, -0.546413942134, -0.533409420866, -0.577013549433										0, -0.0801489145169, -0.0336729024694, -0.303614396996, -0.281965038095, 0.00173019613888, -0.076402008621, 0.12194373351, -0.00324972115082, -0.127116094132, 0.0553345017511, 0.0729975598, -0.146738857575, 0.226508529809																				0	0	0	-1	-1	-1	0	-1	0	-1	-1	-1	T20	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YLR143W	Excluded	false												0, 0.127633279726, 0.146133828893, 0.167100968963, 0.0574156124272, 0.151339301042, 0.0720371807729, 0.149779630576, 0.127237061925, 0.0924780872004, 0.222433640606, 0.0447438212244, 0.140778655783, 0.217727042033																																Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YLR146C	SigPrize	false	0, -0.0268222409505, -0.0971314687003, -0.0310908774281, 0.00432160595009, -0.0496062421174, -0.0401260041526, -0.0515935182987, 0.0556121566867, 0.0697021666301, 0.241107974934, -0.0225075808807, 0.169925001442, -3.04025951491																															0	0	0	0	0	0	0	0	0	0	0	-1	T60	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YLR148W	Excluded	false	0, 0.0622598944701, -0.0203111849899, -0.0886842388055, 1.44365969076, -0.149776649971, -0.274197778332, -0.332552897339, -0.222414061924, -0.222026984879, -0.214943334137, -0.274686372034, -0.205313816122, -0.182507716494																																											Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YLR149C	Excluded	false												0, -0.00073596215716, -0.0135672196887, -0.0302066744295, -0.0305013485539, -0.0560561754537, -0.0274249717877, -0.0294260789588, -0.0556812605487, -0.0443449783956, -0.0799354146214, -0.179008250474, -0.17410042651, -0.0445830346087	0, 0.0223323000981, -0.15396007342, -0.00827590735824, 0.0216218578515, -0.176968090167, 0.0236102151826, 0.0236102151826, -0.183621475876, -0.017504668797, -0.228790513134, -0.228790513134, -0.228790513134, 0.0994972011702																															Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YLR150W	SigPrize	false	0, -0.333061662708, 0.115965431587, 0.115965431587, -0.198013635885, 0.0803847874146, -0.0568813313571, -0.22098407681, 0.0878701329411, -0.0305013485539, -0.0270280231698, -0.172798824977, -0.103720399998, -0.679757957767											0, 0.0109230271848, 0.0761485971801, 0.144829520839, 0.0942360698458, 0.0319597413975, 0.0783365711212, 0.128557364974, 0.295252823268, -0.0511300738631, 0.264236151044, 0.191436314605, 0.192572941387, 0.0884130097267	0, -0.0308108211755, 0.0139267060429, -0.021189342125, -0.0403930380331, 0.0850166734887, 0.0404015152842, 0.0918013692177, 0.0156402903769, 0.0103501881696, 0.0359053837421, 0.0662614422687, 0.102053382729, 0.0984195577655																			0	0	0	0	0	0	0	0	0	0	0	-1	T60	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YLR166C	Excluded	false												0, 0.0216218578515, -0.0977951848353, -0.0486360118472, -0.0488001588014, 0.0306892040711, -0.0414765157516, -0.0636805489976, -0.00226681112692, -0.0646307770765, -0.0829731344431, 0.0294175468351, 0.146915848087, -0.0429917802081	0, -0.119196948362, -0.119196948362, 0.0928839656785, 0.287945038645, 0.0274371827069, -0.0485315644176, 0.0924780872004, -0.0225955063065, 0.0569996303856, -0.0819802108289, 0.16568687703, 0.039138393907, 0.078883046522																															Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YLR167W	Excluded	false												0, 0.177726482932, 0.205517632893, 0.258820396876, 0.174022842055, 0.361319201557, 0.0170667241898, 0.15445359268, 0.275126273568, 0.157819839479, 0.00690836934218, -0.00118349523292, -0.0480541867267, 0.117828003827																																Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YLR173W	Excluded	false												0, 0.217230716221, 0.217230716221, -0.0401853407436, -0.0418774603115, 0.0180643893604, 0.269033146455, -0.18170568727, -0.18170568727, -0.276345334868, 0.0665370023958, -0.129591876911, 0.0464212112487, 0.253747284506																																Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YLR175W	Excluded	false												0, 0.123666196454, 0.0576928671683, 0.0630887120193, 0.0388575500204, -0.0382433350726, 0.0308304301533, 0.0461417816447, 0.0725860470686, 0.0415233621844, 0.0907179597678, 0.0368901105403, 0.0176369030495, 0.0686020273787	0, 0.123003954055, -0.00697060277772, 0.160791139919, 0.186246986145, 0.115033242946, 0.217602976587, 0.135928815526, 0.0122110839509, 0.119820952122, -0.120309915271, 0.040682058803, 0.205517632893, 0.0405417938628																															Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YLR177W	Excluded	false	0, -0.0838597051346, -0.0831412353002, -0.17410042651, -0.20934471675, -0.267131701685, -0.347729208417, -0.432240402995, -0.514676226156, -0.596099703226, -0.661181982135, -0.610477240667, -0.67726422202, -0.677587240998											0, -0.0257937699073, -0.102542702345, -0.094649100419, -0.178093901908, -0.17685392645, -0.195566399616, -0.234024026162, -0.373588899754, -0.286005120843, -0.323010522129, -0.286532923234, -0.215479265992, -0.336555181143																																Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YLR180W	Excluded	false	0, 0.22527492987, -0.0199161886014, 0.144960004721, 0.403376806687, 0.45491284838, 0.13829023378, 0.291839273257, 0.200127654274, 0.0827025893302, 0.17197537669, 0.291014101417, 0.173383321215, 0.108624814682																																											Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YLR182W	Excluded	true												0, 0.00115369461637, -0.027851445695, 0.0339339114419, 0.0593552776164, -0.0155491841764, -0.00432011997497, 0.0201999229435, -0.00153006782263, -0.0241644102838, 0.0169241442578, 0.0657101640653, 0.0409625477785, 0.0209110655817	0, 0.0192037339731, -0.0801794170813, 0.0581086494012, -0.0799964113676, -0.14225781554, 0.0460020465445, -0.100437639845, 0.0768326955574, -0.0525208540333, 0.0444640665132, -0.271548295955, -0.0186587722992, 0.198745581845																															Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YLR187W	SigPrize	false	0, -0.0103959165563, -0.0863541955188, 0.0170667241898, -0.04366078551, -0.14031663455, -0.201410260767, -0.278023700592, -0.341043650428, -0.424687669313, -0.497404614458, -0.520210683795, -0.47391115104, -0.533367659904	0, -0.078152399772, 0.188021051417, 0.102456576651, -0.269129665982, -0.110526457469, -0.297502026175, -0.517626671468, -0.261759626787, -0.0107737794468, -0.11481613368, 0.161436265826, 0.174789893048, 0.0747794264966	0, 0.0740943535739, 0.0542233473372, 0.27333684715, 0.142086629618, 0.180147861158, 0.0892269420704, 0.0186341741391, 0.165944087771, 0.0558897581963, 0.0736831536164, 0.670477804144, 0.489542935642, 0.489542935642	0, 0.139731422244, 0.139731422244, 0.250840333562, 0.558463572538, 0.156784907554, 0.156784907554, 0.20163386117, 0.144699025154, 0.111298453403, 0.351741388547, 0.376846014016, 0.376401526594, 0.138159145229	0, -0.0409124121116, 0.19559957545, 0.0246033671407, 0.135140816395, 0.361656083063, -0.0356974890541, 0.407842178212, 0.642193247049, 0.642193247049, 0.416407408964, 0.416407408964, 0.496104379771, 0.45680614923	0, 0.0, -0.149760644834, 0.0183493098789, 0.13829023378, 0.13829023378, 0.13829023378, 0.0683268614345, 0.0110662014062, -0.00853711005397, 0.00230646738317, 0.147827668377, -1.01785518489, -0.106358209214	0, 0.03365205249, 0.128425389029, 0.0813396274519, -0.0230205547563, 0.0702519218204, 0.0622598944701, 0.2555611589, 0.309525466028, 0.00877370706602, -0.0704059189798, 0.0589398545562, 0.402831302449, 0.329066174451					0, 0.0255958358827, 0.159112461231, 0.042504263129, 0.151599082269, 0.138028044767, 0.183454754175, 0.182438055725, 0.282736320276, 0.296662967592, 0.318230060076, 0.24208417055, 0.249748715084, 0.31684084953	0, -0.104309609536, -0.113582520388, -0.0150825945731, -0.0299562487378, -0.0730138118511, 0.042504263129, -0.0709665213541, -0.0449253092485, -0.107461311848, -0.184965683243, -0.236180534084, 0.039138393907, -0.197815056602	0, 0.081475981598, 0.044184257544, -0.00750708504274, 0.0769694763151, 0.0517201164473, 0.037311930642, 0.123401335972, 0.137110007802, 0.107018249882, 0.052972274814, 0.0162110331559, 0.0532503847023, -0.00900158720256	0, -0.209911945022, -0.0822551058802, 0.0180643893604, -0.105116286426, -0.0544222596436, 0.068189258779, -0.180315468777, 0.0453031679566, 0.10755397029, 0.0688771408503, -0.00176116247757, 0.141694361965, 0.00374613923289	0, -0.00283045703505, 0.0776531856502, -0.0257056493522, -0.00439247287101, -0.0201502474804, 0.0510240030245, 0.0561673063004, 0.044184257544, -0.00192006152852, 0.042504263129, 0.085288674817, -0.00673867221984, -0.00673867221984																0	0	1	0	0	-1	1	-1	-1			-1	T15	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
